id,text,original_dialect,original_sarcasm,gender,annotator_mother_dialect,annotator_known_dialects,dialect,sarcasm
431,إذا تعلمت التجاهل فقد اجتزت نصف مشاكل الحياة,msa,0,female,levant,"levant
nile
msa",msa,0
431,إذا تعلمت التجاهل فقد اجتزت نصف مشاكل الحياة,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
431,إذا تعلمت التجاهل فقد اجتزت نصف مشاكل الحياة,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
432,يا حُلو الأيام بالعيد 🎈 .,msa,0,female,levant,"levant
gulf
nile
msa",gulf,0
432,يا حُلو الأيام بالعيد 🎈 .,msa,0,female,levant,"levant
nile
msa",levant,0
432,يا حُلو الأيام بالعيد 🎈 .,msa,0,male,nile,nile,nile,0
432,يا حُلو الأيام بالعيد 🎈 .,msa,0,female,levant,"levant
nile
msa",msa,0
432,يا حُلو الأيام بالعيد 🎈 .,msa,0,male,nile,nile,nile,0
433,يا ضحكةٍ فيها من الحُب عمرين.,msa,0,male,nile,nile,nile,0
433,يا ضحكةٍ فيها من الحُب عمرين.,msa,0,male,nile,"gulf
nile
msa",msa,0
433,يا ضحكةٍ فيها من الحُب عمرين.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
433,يا ضحكةٍ فيها من الحُب عمرين.,msa,0,female,levant,"levant
nile
msa",msa,0
433,يا ضحكةٍ فيها من الحُب عمرين.,msa,0,female,levant,"levant
nile
msa",gulf,0
434,زومبي تايم 💉 💉 💊,nile,0,male,nile,"gulf
nile
msa",nile,1
434,زومبي تايم 💉 💉 💊,nile,0,male,magreb,"magreb
msa",msa,1
434,زومبي تايم 💉 💉 💊,nile,0,male,nile,nile,nile,0
434,زومبي تايم 💉 💉 💊,nile,0,female,levant,"levant
nile
msa",msa,1
434,زومبي تايم 💉 💉 💊,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
435,الف غصن من اليباس فز لجلك وانثنى,msa,0,female,levant,"levant
nile
msa",gulf,0
435,الف غصن من اليباس فز لجلك وانثنى,msa,0,male,nile,nile,nile,0
435,الف غصن من اليباس فز لجلك وانثنى,msa,0,male,nile,"levant
gulf
nile
msa",gulf,0
435,الف غصن من اليباس فز لجلك وانثنى,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",gulf,0
435,الف غصن من اليباس فز لجلك وانثنى,msa,0,female,levant,"levant
gulf
nile
msa",magreb,0
436,صغير جداً,levant,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
436,صغير جداً,levant,0,male,nile,nile,msa,0
436,صغير جداً,levant,0,female,levant,"levant
nile
msa",msa,0
436,صغير جداً,levant,0,male,magreb,"magreb
msa",msa,0
436,صغير جداً,levant,0,male,nile,"gulf
nile
msa",nile,0
437,الدلاغات اكثر جماد يختفي بالدنيا,msa,0,male,nile,nile,msa,1
437,الدلاغات اكثر جماد يختفي بالدنيا,msa,0,male,nile,nile,nile,0
437,الدلاغات اكثر جماد يختفي بالدنيا,msa,0,male,magreb,"magreb
msa",nile,1
437,الدلاغات اكثر جماد يختفي بالدنيا,msa,0,female,levant,"levant
gulf
nile
msa",magreb,1
437,الدلاغات اكثر جماد يختفي بالدنيا,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,1
438,أبشع سرقة هي سرقة الأعمار,msa,0,female,levant,"levant
nile
msa",msa,0
438,أبشع سرقة هي سرقة الأعمار,msa,0,male,nile,"levant
gulf
nile
msa",msa,0
438,أبشع سرقة هي سرقة الأعمار,msa,0,male,nile,nile,nile,0
438,أبشع سرقة هي سرقة الأعمار,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
438,أبشع سرقة هي سرقة الأعمار,msa,0,female,levant,"levant
nile
msa",nile,0
439,متى بعيش,gulf,0,female,levant,"levant
nile
msa",levant,1
439,متى بعيش,gulf,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,0
439,متى بعيش,gulf,0,female,levant,"levant
gulf
nile
msa",msa,0
439,متى بعيش,gulf,0,male,nile,nile,nile,0
439,متى بعيش,gulf,0,male,nile,nile,nile,1
440,طلعت من المستشفى قولوا مبروك ✋🏼 🦋 🦋 🦋,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
440,طلعت من المستشفى قولوا مبروك ✋🏼 🦋 🦋 🦋,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
440,طلعت من المستشفى قولوا مبروك ✋🏼 🦋 🦋 🦋,nile,0,male,nile,nile,nile,0
440,طلعت من المستشفى قولوا مبروك ✋🏼 🦋 🦋 🦋,nile,0,male,nile,"gulf
nile
msa",nile,0
440,طلعت من المستشفى قولوا مبروك ✋🏼 🦋 🦋 🦋,nile,0,male,magreb,"magreb
msa",nile,0
441,انا حظي متل  واحد اصلع ربح مشط!! 😃,msa,1,male,nile,"nile
msa",msa,1
441,انا حظي متل  واحد اصلع ربح مشط!! 😃,msa,1,male,magreb,"levant
gulf
nile
magreb
msa",gulf,1
441,انا حظي متل  واحد اصلع ربح مشط!! 😃,msa,1,male,gulf,"levant
gulf
nile
magreb
msa",levant,1
441,انا حظي متل  واحد اصلع ربح مشط!! 😃,msa,1,male,magreb,"magreb
msa",msa,1
441,انا حظي متل  واحد اصلع ربح مشط!! 😃,msa,1,male,nile,"nile
msa",gulf,1
442,دا انت اوفر انت وامك 😏,nile,0,female,levant,"levant
nile
msa",nile,0
442,دا انت اوفر انت وامك 😏,nile,0,male,nile,nile,nile,1
442,دا انت اوفر انت وامك 😏,nile,0,female,levant,"levant
gulf
nile
msa",nile,0
442,دا انت اوفر انت وامك 😏,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,1
442,دا انت اوفر انت وامك 😏,nile,0,male,nile,nile,nile,1
443,اللّهم ارزقني رزق لم أتوقعه ، وخير لم أفكر به ، وتحقيق أمنيات ظننت يوما أنها مستحيلة 🤍 🤍,msa,0,male,nile,"gulf
nile
msa",msa,0
443,اللّهم ارزقني رزق لم أتوقعه ، وخير لم أفكر به ، وتحقيق أمنيات ظننت يوما أنها مستحيلة 🤍 🤍,msa,0,male,nile,nile,msa,0
443,اللّهم ارزقني رزق لم أتوقعه ، وخير لم أفكر به ، وتحقيق أمنيات ظننت يوما أنها مستحيلة 🤍 🤍,msa,0,female,levant,"levant
nile
msa",msa,0
443,اللّهم ارزقني رزق لم أتوقعه ، وخير لم أفكر به ، وتحقيق أمنيات ظننت يوما أنها مستحيلة 🤍 🤍,msa,0,male,magreb,"magreb
msa",msa,0
443,اللّهم ارزقني رزق لم أتوقعه ، وخير لم أفكر به ، وتحقيق أمنيات ظننت يوما أنها مستحيلة 🤍 🤍,msa,0,male,magreb,"nile
magreb
msa",msa,0
444,بحس بمشاعر غريبه,nile,0,male,magreb,"nile
magreb
msa",nile,0
444,بحس بمشاعر غريبه,nile,0,male,nile,nile,nile,0
444,بحس بمشاعر غريبه,nile,0,female,levant,"levant
nile
msa",nile,0
444,بحس بمشاعر غريبه,nile,0,male,magreb,"magreb
msa",msa,0
444,بحس بمشاعر غريبه,nile,0,male,nile,nile,nile,0
445,واحدة جميلة دخلت,nile,0,male,nile,nile,nile,0
445,واحدة جميلة دخلت,nile,0,male,nile,nile,nile,0
445,واحدة جميلة دخلت,nile,0,female,levant,"levant
gulf
nile
msa",nile,0
445,واحدة جميلة دخلت,nile,0,female,levant,"levant
nile
msa",msa,0
445,واحدة جميلة دخلت,nile,0,female,levant,"levant
nile
msa",msa,0
446,ابيي انام بس مو قادره أرق 💔 💔,gulf,0,male,nile,nile,nile,0
446,ابيي انام بس مو قادره أرق 💔 💔,gulf,0,male,nile,nile,nile,0
446,ابيي انام بس مو قادره أرق 💔 💔,gulf,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
446,ابيي انام بس مو قادره أرق 💔 💔,gulf,0,male,magreb,"magreb
msa",gulf,0
446,ابيي انام بس مو قادره أرق 💔 💔,gulf,0,female,levant,"levant
nile
msa",gulf,0
447,إِنَّ رَبِّي لَسَمِيعُ الدُّعَاءِ 🤍,msa,0,male,nile,nile,msa,0
447,إِنَّ رَبِّي لَسَمِيعُ الدُّعَاءِ 🤍,msa,0,male,nile,nile,nile,0
447,إِنَّ رَبِّي لَسَمِيعُ الدُّعَاءِ 🤍,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
447,إِنَّ رَبِّي لَسَمِيعُ الدُّعَاءِ 🤍,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
447,إِنَّ رَبِّي لَسَمِيعُ الدُّعَاءِ 🤍,msa,0,male,magreb,"magreb
msa",msa,0
448,ايه الصاروخ اللى دخل علينا ده,nile,1,female,levant,"levant
gulf
nile
msa",nile,0
448,ايه الصاروخ اللى دخل علينا ده,nile,1,male,nile,nile,nile,0
448,ايه الصاروخ اللى دخل علينا ده,nile,1,female,levant,"levant
nile
msa",nile,1
448,ايه الصاروخ اللى دخل علينا ده,nile,1,male,magreb,"levant
gulf
nile
magreb
msa",nile,1
448,ايه الصاروخ اللى دخل علينا ده,nile,1,male,nile,nile,nile,1
449,يارب بُشرى تشبه المطر ، تروي القلب 🖤 .,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
449,يارب بُشرى تشبه المطر ، تروي القلب 🖤 .,msa,0,female,levant,"levant
nile
msa",msa,0
449,يارب بُشرى تشبه المطر ، تروي القلب 🖤 .,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
449,يارب بُشرى تشبه المطر ، تروي القلب 🖤 .,msa,0,male,nile,nile,msa,0
449,يارب بُشرى تشبه المطر ، تروي القلب 🖤 .,msa,0,male,nile,nile,nile,0
450,اتعودوا علي لبس الكمامة,nile,0,female,levant,"levant
nile
msa",msa,0
450,اتعودوا علي لبس الكمامة,nile,0,male,nile,"levant
gulf
nile
msa",nile,0
450,اتعودوا علي لبس الكمامة,nile,0,male,nile,nile,nile,0
450,اتعودوا علي لبس الكمامة,nile,0,male,magreb,"magreb
msa",msa,0
450,اتعودوا علي لبس الكمامة,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
451,يارب عجل ب 20/1 ابي ارتاح بس,gulf,0,male,nile,nile,nile,0
451,يارب عجل ب 20/1 ابي ارتاح بس,gulf,0,male,nile,nile,nile,0
451,يارب عجل ب 20/1 ابي ارتاح بس,gulf,0,female,levant,"levant
gulf
nile
msa",gulf,0
451,يارب عجل ب 20/1 ابي ارتاح بس,gulf,0,female,levant,"levant
nile
msa",gulf,0
451,يارب عجل ب 20/1 ابي ارتاح بس,gulf,0,female,levant,"levant
nile
msa",gulf,0
452,ياما جاب الغراب لامه ياحبيبى,nile,1,male,magreb,"magreb
msa",gulf,1
452,ياما جاب الغراب لامه ياحبيبى,nile,1,female,levant,"levant
nile
msa",nile,1
452,ياما جاب الغراب لامه ياحبيبى,nile,1,male,gulf,"levant
gulf
nile
magreb
msa",levant,0
452,ياما جاب الغراب لامه ياحبيبى,nile,1,male,nile,nile,nile,1
452,ياما جاب الغراب لامه ياحبيبى,nile,1,male,nile,nile,nile,0
453,بولزيتش 🤯 🤯 🤯,msa,0,male,magreb,"magreb
msa",gulf,0
453,بولزيتش 🤯 🤯 🤯,msa,0,male,magreb,"nile
magreb
msa",nile,1
453,بولزيتش 🤯 🤯 🤯,msa,0,female,levant,"levant
nile
msa",msa,0
453,بولزيتش 🤯 🤯 🤯,msa,0,male,nile,nile,nile,0
453,بولزيتش 🤯 🤯 🤯,msa,0,male,nile,nile,nile,0
454,آن لهذا الليل ان ينتهي ؟,msa,0,male,magreb,"nile
magreb
msa",msa,0
454,آن لهذا الليل ان ينتهي ؟,msa,0,male,magreb,"magreb
msa",msa,0
454,آن لهذا الليل ان ينتهي ؟,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
454,آن لهذا الليل ان ينتهي ؟,msa,0,male,nile,"gulf
nile
msa",msa,0
454,آن لهذا الليل ان ينتهي ؟,msa,0,male,nile,nile,msa,0
455,اذا ما تكتفي بالشخص ياخي لا تححبب,nile,0,female,levant,"levant
nile
msa",gulf,0
455,اذا ما تكتفي بالشخص ياخي لا تححبب,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",gulf,0
455,اذا ما تكتفي بالشخص ياخي لا تححبب,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
455,اذا ما تكتفي بالشخص ياخي لا تححبب,nile,0,male,nile,nile,levant,0
455,اذا ما تكتفي بالشخص ياخي لا تححبب,nile,0,male,nile,nile,nile,0
456,شوفلك كلبة احسن,nile,1,female,levant,"levant
nile
msa",nile,1
456,شوفلك كلبة احسن,nile,1,male,magreb,"magreb
msa",gulf,1
456,شوفلك كلبة احسن,nile,1,male,nile,nile,nile,1
456,شوفلك كلبة احسن,nile,1,male,gulf,"levant
gulf
nile
magreb
msa",nile,1
456,شوفلك كلبة احسن,nile,1,male,nile,nile,nile,1
457,اتعودوا علي لبس الكمامة بالذوق عشان هتلبسوها بالعافية بعد العيد,nile,1,female,levant,"levant
nile
msa",nile,0
457,اتعودوا علي لبس الكمامة بالذوق عشان هتلبسوها بالعافية بعد العيد,nile,1,female,levant,"levant
gulf
nile
msa",nile,0
457,اتعودوا علي لبس الكمامة بالذوق عشان هتلبسوها بالعافية بعد العيد,nile,1,male,nile,"gulf
nile
msa",nile,1
457,اتعودوا علي لبس الكمامة بالذوق عشان هتلبسوها بالعافية بعد العيد,nile,1,female,levant,"levant
nile
msa",nile,0
457,اتعودوا علي لبس الكمامة بالذوق عشان هتلبسوها بالعافية بعد العيد,nile,1,male,nile,"nile
msa",nile,1
458,⁦ 🇸🇦 ⁩ 💚 💚 💚 💚 💚  رحمة الله عليك يا أبا جناء,msa,0,male,nile,nile,nile,0
458,⁦ 🇸🇦 ⁩ 💚 💚 💚 💚 💚  رحمة الله عليك يا أبا جناء,msa,0,female,nile,"nile
msa",gulf,0
458,⁦ 🇸🇦 ⁩ 💚 💚 💚 💚 💚  رحمة الله عليك يا أبا جناء,msa,0,female,levant,"levant
nile
msa",msa,0
458,⁦ 🇸🇦 ⁩ 💚 💚 💚 💚 💚  رحمة الله عليك يا أبا جناء,msa,0,male,magreb,"nile
magreb
msa",gulf,0
458,⁦ 🇸🇦 ⁩ 💚 💚 💚 💚 💚  رحمة الله عليك يا أبا جناء,msa,0,male,magreb,"magreb
msa",msa,0
459,إسمع ظراطه ولا تسمع عياطه,nile,1,male,magreb,"levant
gulf
nile
magreb
msa",gulf,1
459,إسمع ظراطه ولا تسمع عياطه,nile,1,female,levant,"levant
gulf
nile
msa",levant,1
459,إسمع ظراطه ولا تسمع عياطه,nile,1,male,nile,nile,nile,1
459,إسمع ظراطه ولا تسمع عياطه,nile,1,male,nile,nile,nile,1
459,إسمع ظراطه ولا تسمع عياطه,nile,1,female,levant,"levant
nile
msa",levant,1
460,ليس بالضرورة أن يكون رفيقك إنسان.,msa,0,male,magreb,"magreb
msa",msa,0
460,ليس بالضرورة أن يكون رفيقك إنسان.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
460,ليس بالضرورة أن يكون رفيقك إنسان.,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
460,ليس بالضرورة أن يكون رفيقك إنسان.,msa,0,male,nile,"levant
gulf
nile
msa",msa,0
460,ليس بالضرورة أن يكون رفيقك إنسان.,msa,0,male,nile,nile,nile,0
461,ارحنا بها يا بلال بالله,msa,0,female,nile,"nile
msa",levant,0
461,ارحنا بها يا بلال بالله,msa,0,female,levant,"levant
nile
msa",msa,0
461,ارحنا بها يا بلال بالله,msa,0,female,levant,"levant
nile
msa",msa,0
461,ارحنا بها يا بلال بالله,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
461,ارحنا بها يا بلال بالله,msa,0,male,nile,nile,msa,0
462,وين الذ فرنش توست؟؟ اشتهيتوو,gulf,0,male,magreb,"magreb
msa",gulf,1
462,وين الذ فرنش توست؟؟ اشتهيتوو,gulf,0,female,levant,"levant
nile
msa",levant,0
462,وين الذ فرنش توست؟؟ اشتهيتوو,gulf,0,female,levant,"levant
gulf
nile
msa",levant,0
462,وين الذ فرنش توست؟؟ اشتهيتوو,gulf,0,male,nile,"gulf
nile
msa",gulf,0
462,وين الذ فرنش توست؟؟ اشتهيتوو,gulf,0,male,nile,nile,nile,0
463,اعتدل في كل شيء إِلا في كرامتك ، إِطغَى,msa,0,male,nile,"levant
gulf
nile
msa",msa,0
463,اعتدل في كل شيء إِلا في كرامتك ، إِطغَى,msa,0,male,magreb,"magreb
msa",msa,0
463,اعتدل في كل شيء إِلا في كرامتك ، إِطغَى,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
463,اعتدل في كل شيء إِلا في كرامتك ، إِطغَى,msa,0,female,nile,"nile
msa",msa,0
463,اعتدل في كل شيء إِلا في كرامتك ، إِطغَى,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
464,﴿وَ اسْجُدْ وَ اقْتَرِب﴾ - صلاة الوتر 🌾,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
464,﴿وَ اسْجُدْ وَ اقْتَرِب﴾ - صلاة الوتر 🌾,msa,0,male,nile,"gulf
nile
msa",msa,0
464,﴿وَ اسْجُدْ وَ اقْتَرِب﴾ - صلاة الوتر 🌾,msa,0,male,magreb,"magreb
msa",msa,0
464,﴿وَ اسْجُدْ وَ اقْتَرِب﴾ - صلاة الوتر 🌾,msa,0,male,nile,nile,msa,0
464,﴿وَ اسْجُدْ وَ اقْتَرِب﴾ - صلاة الوتر 🌾,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
465,اسيسيت اوريجي 😍 😂 🔥,msa,0,male,nile,nile,nile,0
465,اسيسيت اوريجي 😍 😂 🔥,msa,0,male,nile,nile,nile,0
465,اسيسيت اوريجي 😍 😂 🔥,msa,0,female,levant,"levant
nile
msa",magreb,0
465,اسيسيت اوريجي 😍 😂 🔥,msa,0,female,levant,"levant
gulf
nile
msa",magreb,0
465,اسيسيت اوريجي 😍 😂 🔥,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,0
466,إذا رأيت نيوب الليث بارزة... قال تظنن أن الليث يبتسم,msa,1,male,nile,"gulf
nile
msa",msa,0
466,إذا رأيت نيوب الليث بارزة... قال تظنن أن الليث يبتسم,msa,1,male,nile,nile,msa,0
466,إذا رأيت نيوب الليث بارزة... قال تظنن أن الليث يبتسم,msa,1,female,levant,"levant
nile
msa",gulf,1
466,إذا رأيت نيوب الليث بارزة... قال تظنن أن الليث يبتسم,msa,1,female,levant,"levant
nile
msa",gulf,1
466,إذا رأيت نيوب الليث بارزة... قال تظنن أن الليث يبتسم,msa,1,female,levant,"levant
gulf
nile
msa",msa,0
467,ممكن نقص شعر ميغومي ؟,gulf,0,female,levant,"levant
nile
msa",nile,0
467,ممكن نقص شعر ميغومي ؟,gulf,0,male,nile,nile,nile,0
467,ممكن نقص شعر ميغومي ؟,gulf,0,female,levant,"levant
nile
msa",msa,0
467,ممكن نقص شعر ميغومي ؟,gulf,0,male,nile,nile,msa,0
467,ممكن نقص شعر ميغومي ؟,gulf,0,female,levant,"levant
gulf
nile
msa",nile,0
468,جيت لية ماعندناش زبالة انهاردة -_-,nile,1,female,nile,"nile
msa",nile,1
468,جيت لية ماعندناش زبالة انهاردة -_-,nile,1,male,nile,nile,nile,1
468,جيت لية ماعندناش زبالة انهاردة -_-,nile,1,female,levant,"levant
nile
msa",nile,1
468,جيت لية ماعندناش زبالة انهاردة -_-,nile,1,female,levant,"levant
nile
msa",nile,1
468,جيت لية ماعندناش زبالة انهاردة -_-,nile,1,female,levant,"levant
gulf
nile
msa",nile,1
469,دماغه في الطراوة,nile,1,female,levant,"levant
gulf
nile
msa",nile,1
469,دماغه في الطراوة,nile,1,male,nile,nile,nile,1
469,دماغه في الطراوة,nile,1,male,nile,nile,nile,0
469,دماغه في الطراوة,nile,1,female,levant,"levant
nile
msa",nile,1
469,دماغه في الطراوة,nile,1,male,magreb,"nile
magreb
msa",nile,1
470,"""حين يهزك الشوق لأحدهم، عانقه بدعائك.""",msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
470,"""حين يهزك الشوق لأحدهم، عانقه بدعائك.""",msa,0,male,magreb,"magreb
msa",msa,0
470,"""حين يهزك الشوق لأحدهم، عانقه بدعائك.""",msa,0,female,levant,"levant
nile
msa",msa,0
470,"""حين يهزك الشوق لأحدهم، عانقه بدعائك.""",msa,0,male,nile,nile,msa,0
470,"""حين يهزك الشوق لأحدهم، عانقه بدعائك.""",msa,0,male,nile,"levant
gulf
nile
msa",msa,0
471,صهر احسن من كنة,nile,0,female,nile,"nile
msa",levant,1
471,صهر احسن من كنة,nile,0,male,nile,nile,nile,0
471,صهر احسن من كنة,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
471,صهر احسن من كنة,nile,0,male,magreb,"magreb
msa",msa,0
471,صهر احسن من كنة,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",levant,0
472,سوء اللغة و مع ذلك صحابه بيسقفوا,nile,0,male,nile,"gulf
nile
msa",nile,0
472,سوء اللغة و مع ذلك صحابه بيسقفوا,nile,0,female,levant,"levant
nile
msa",levant,1
472,سوء اللغة و مع ذلك صحابه بيسقفوا,nile,0,female,levant,"levant
gulf
nile
msa",magreb,0
472,سوء اللغة و مع ذلك صحابه بيسقفوا,nile,0,female,levant,"levant
nile
msa",msa,1
472,سوء اللغة و مع ذلك صحابه بيسقفوا,nile,0,male,nile,"nile
msa",msa,1
473,أنا مبذاكرش أصلا,nile,0,male,magreb,"magreb
msa",levant,1
473,أنا مبذاكرش أصلا,nile,0,male,magreb,"nile
magreb
msa",nile,0
473,أنا مبذاكرش أصلا,nile,0,female,levant,"levant
gulf
nile
msa",nile,0
473,أنا مبذاكرش أصلا,nile,0,male,nile,nile,nile,0
473,أنا مبذاكرش أصلا,nile,0,female,nile,"nile
msa",nile,0
474,بابا بيتمنى يجوزنى السنة اللى جاية,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",nile,0
474,بابا بيتمنى يجوزنى السنة اللى جاية,nile,0,male,magreb,"magreb
msa",levant,0
474,بابا بيتمنى يجوزنى السنة اللى جاية,nile,0,female,levant,"levant
nile
msa",nile,0
474,بابا بيتمنى يجوزنى السنة اللى جاية,nile,0,male,nile,nile,nile,0
474,بابا بيتمنى يجوزنى السنة اللى جاية,nile,0,female,nile,"nile
msa",nile,0
475,مبروك ياحبيبي يانصر 😘,nile,0,male,magreb,"nile
magreb
msa",msa,0
475,مبروك ياحبيبي يانصر 😘,nile,0,male,nile,"gulf
nile
msa",nile,0
475,مبروك ياحبيبي يانصر 😘,nile,0,male,nile,"nile
msa",msa,0
475,مبروك ياحبيبي يانصر 😘,nile,0,male,magreb,"magreb
msa",gulf,0
475,مبروك ياحبيبي يانصر 😘,nile,0,female,levant,"levant
nile
msa",levant,0
476,اتأمل صورتك وتطيب الدنيا بعيوني.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
476,اتأمل صورتك وتطيب الدنيا بعيوني.,msa,0,male,magreb,"nile
magreb
msa",levant,0
476,اتأمل صورتك وتطيب الدنيا بعيوني.,msa,0,male,magreb,"magreb
msa",msa,0
476,اتأمل صورتك وتطيب الدنيا بعيوني.,msa,0,male,nile,"nile
msa",msa,0
476,اتأمل صورتك وتطيب الدنيا بعيوني.,msa,0,male,nile,"gulf
nile
msa",gulf,0
477,ارها والنبيذ ما سويتوا فيني خير,msa,0,male,magreb,"magreb
msa",levant,1
477,ارها والنبيذ ما سويتوا فيني خير,msa,0,female,levant,"levant
gulf
nile
msa",gulf,0
477,ارها والنبيذ ما سويتوا فيني خير,msa,0,male,magreb,"nile
magreb
msa",gulf,1
477,ارها والنبيذ ما سويتوا فيني خير,msa,0,male,nile,nile,nile,0
477,ارها والنبيذ ما سويتوا فيني خير,msa,0,male,nile,nile,nile,0
478,اللهم انت الشافي.,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
478,اللهم انت الشافي.,msa,0,female,levant,"levant
nile
msa",msa,0
478,اللهم انت الشافي.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
478,اللهم انت الشافي.,msa,0,male,nile,"gulf
nile
msa",msa,0
478,اللهم انت الشافي.,msa,0,male,nile,"nile
msa",msa,0
479,كل إنسان يصبحُ رقيقاً اذا لامس قلبَهُ الحُب,nile,0,male,magreb,"magreb
msa",msa,0
479,كل إنسان يصبحُ رقيقاً اذا لامس قلبَهُ الحُب,nile,0,female,levant,"levant
nile
msa",msa,0
479,كل إنسان يصبحُ رقيقاً اذا لامس قلبَهُ الحُب,nile,0,male,nile,nile,nile,0
479,كل إنسان يصبحُ رقيقاً اذا لامس قلبَهُ الحُب,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
479,كل إنسان يصبحُ رقيقاً اذا لامس قلبَهُ الحُب,nile,0,female,nile,"nile
msa",nile,0
480,أحسن التصرف ولا تسرف,magreb,0,female,nile,"nile
msa",nile,0
480,أحسن التصرف ولا تسرف,magreb,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
480,أحسن التصرف ولا تسرف,magreb,0,male,magreb,"magreb
msa",msa,0
480,أحسن التصرف ولا تسرف,magreb,0,female,levant,"levant
nile
msa",msa,0
480,أحسن التصرف ولا تسرف,magreb,0,male,nile,nile,nile,0
481,وألقيت عليك السلام في صمت كيف حالك يا كل حالي و أحواليي.,msa,0,male,nile,nile,nile,0
481,وألقيت عليك السلام في صمت كيف حالك يا كل حالي و أحواليي.,msa,0,male,magreb,"magreb
msa",msa,0
481,وألقيت عليك السلام في صمت كيف حالك يا كل حالي و أحواليي.,msa,0,male,nile,nile,msa,0
481,وألقيت عليك السلام في صمت كيف حالك يا كل حالي و أحواليي.,msa,0,female,levant,"levant
nile
msa",msa,0
481,وألقيت عليك السلام في صمت كيف حالك يا كل حالي و أحواليي.,msa,0,male,magreb,"nile
magreb
msa",msa,0
482,طالبان… فقه الواقع,msa,0,male,nile,nile,nile,0
482,طالبان… فقه الواقع,msa,0,male,magreb,"magreb
msa",msa,1
482,طالبان… فقه الواقع,msa,0,male,nile,nile,nile,0
482,طالبان… فقه الواقع,msa,0,female,levant,"levant
nile
msa",msa,0
482,طالبان… فقه الواقع,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
483,اعلان علي ربيع ظريف,nile,0,male,magreb,"magreb
msa",magreb,0
483,اعلان علي ربيع ظريف,nile,0,male,nile,"gulf
nile
msa",nile,0
483,اعلان علي ربيع ظريف,nile,0,male,nile,nile,nile,0
483,اعلان علي ربيع ظريف,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
483,اعلان علي ربيع ظريف,nile,0,female,levant,"levant
nile
msa",nile,0
484,عاجل عطلة غداً بسبب الأحوال الجويّة,msa,0,male,nile,"nile
msa",msa,0
484,عاجل عطلة غداً بسبب الأحوال الجويّة,msa,0,male,magreb,"magreb
msa",msa,0
484,عاجل عطلة غداً بسبب الأحوال الجويّة,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
484,عاجل عطلة غداً بسبب الأحوال الجويّة,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
484,عاجل عطلة غداً بسبب الأحوال الجويّة,msa,0,male,nile,"gulf
nile
msa",msa,0
485,عندما اجلس وأخطط لمستقبلي أشعر أن الحظ يجلس خلفي  وياكل مكسرات ويقول :  يصير خير ، كمل كمل,gulf,1,female,levant,"levant
gulf
nile
msa",gulf,0
485,عندما اجلس وأخطط لمستقبلي أشعر أن الحظ يجلس خلفي  وياكل مكسرات ويقول :  يصير خير ، كمل كمل,gulf,1,male,magreb,"levant
gulf
nile
magreb
msa",gulf,1
